#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-12-14T17:46:42 [V7.32.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-12-14T17:46:42	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=sexa
#-out.max=unlimited
#-out.all=2
#-nav=cat:I/357&tab:{I/357/tbosb2}&key:source=I/357/tbosb2&HTTPPRM:&&-ref=VIZ657a1080303950&-file=.&-oc.form=sexa&-c.r=  2&-c.geom=r&-order=I&-out.form=verb&-out.orig=standard&-out=Source&-out=NSSmodel&-out=RA_ICRS&-out=DE_ICRS&-out=Per&-out=Tperi&-out=ecc&-out=Vcm&-out=K1&-out=K2&-out=omega&-out=Flags&-out=_RA.icrs&-out=_DE.icrs&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&-c.eq=J2000&-c.u=arcmin&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=I/357/tbosb2
#-order=I
#-out.orig=standard
#-out=SolID
#-out=Source
#-out=NSSmodel
#-out=RA_ICRS
#-out=DE_ICRS
#-out=Per
#-out=e_Per
#-out=Tperi
#-out=e_Tperi
#-out=ecc
#-out.all=2
#-out=e_ecc
#-out=Vcm
#-out=e_Vcm
#-out=K1
#-out=e_K1
#-out=K2
#-out=e_K2
#-out=omega
#-out=e_omega
#-out=NRVp
#-out=NgRVp
#-out=NRVs
#-out=NgRVs
#-out.all=2
#-out=bitIndex
#-out=ObjFunc
#-out=goodness
#-out=eff
#-out=Signi
#-out=Flags
#-out=ConfPersp
#-out=_RA.icrs
#-out=_DE.icrs
#-out.all=2
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.6	
#INFO	-out.max=unlimited	

#RESOURCE=yCat_1357
#Name: I/357
#Title: Gaia DR3 Part 3. Non-single stars (Gaia Collaboration, 2022)
#INFO	ivoid=ivo://cds.vizier/i/357	
#INFO	publisher=CDS	
#INFO	creator=Gaia collaboration	
#INFO	related_resource=bibcode:2022yCat.1357....0G	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/357	
#INFO	publication_date=2022-10-17	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Coosys	H_2016.000:	ICRS
#Table	I_357_tbosb2:
#Name: I/357/tbosb2
#Title: Non-single-star orbital models for sources compatible with Double Lined Spectroscopic binary model (nss_two_body_orbit)
#Column	SolID	(I19)	Solution Identifier (solution_id)	[ucd=meta.version]
#Column	Source	(I19)	Source Identifier (source_id)	[ucd=meta.id;meta.main]
#Column	NSSmodel	(A3)	[SB2] NSS model adopted (nss_solution_type)	[ucd=meta.record]
#Column	RA_ICRS	(F15.11)	Right ascension (ICRS) at Ep=2016.0 (added by CDS) (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F15.11)	Declination (ICRS) at Ep=2016.0 (added by CDS) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	Per	(F22.17)	Orbital Period (period)	[ucd=time.period]
#Column	e_Per	(D14.7)	Standard error of Orbital Period (period_error)	[ucd=stat.error;time.period]
#Column	Tperi	(D22.15)	Periastron epoch relative to 2016.0 (t_periastron)	[ucd=time.epoch]
#Column	e_Tperi	(D13.6)	Standard error of Periastron epoch (t_periastron_error)	[ucd=stat.error;time.epoch]
#Column	ecc	(D21.14)	eccentricity (eccentricity)	[ucd=src.orbital.eccentricity]
#Column	e_ecc	(D13.6)	Standard error of eccentricity (eccentricity_error)	[ucd=stat.error;src.orbital.eccentricity]
#Column	Vcm	(F23.18)	The velocity of the center of mass (center_of_mass_velocity)	[ucd=phys.veloc]
#Column	e_Vcm	(F12.9)	Standard error of The velocity of the center of mass (center_of_mass_velocity_error)	[ucd=stat.error;phys.veloc]
#Column	K1	(F19.15)	Semi-amplitude of the center of mass (semi_amplitude_primary)	[ucd=phys.veloc]
#Column	e_K1	(F12.9)	Standard error of Semi-amplitude of the center of mass (semi_amplitude_primary_error)	[ucd=stat.error;phys.veloc]
#Column	K2	(F19.15)	The semiamplitude of the radial velocity curve for second component (semi_amplitude_secondary)	[ucd=spect.dopplerVeloc]
#Column	e_K2	(F12.9)	Standard error of The semiamplitude of the radial velocity curve for second component (semi_amplitude_secondary_error)	[ucd=stat.error]
#Column	omega	(F21.17)	Argument of periastron (arg_periastron)	[ucd=src.orbital.periastron]
#Column	e_omega	(F12.8)	Standard error of Argument of periastron (arg_periastron_error)	[ucd=stat.error]
#Column	NRVp	(I2)	Total number of radial velocities considered for the primary (rv_n_obs_primary)	[ucd=meta.number]
#Column	NgRVp	(I2)	Total number of radial velocities actually used for the primary (rv_n_good_obs_primary)	[ucd=meta.number]
#Column	NRVs	(I2)	Total number of radial velocities considered for the secondary in the case of SB2 (rv_n_obs_secondary)	[ucd=meta.number]
#Column	NgRVs	(I2)	Total number of radial velocities actually used for the secondary in the case of SB2 (rv_n_good_obs_secondary)	[ucd=meta.number]
#Column	bitIndex	(I3)	[255] boolean mask for the fields above in the corrVec matrix (bit_index) (1)	[ucd=meta.code.status]
#Column	ObjFunc	(F12.7)	value of the objective function at the solution (obj_func)	[ucd=stat.fit.param]
#Column	goodness	(F13.10)	goodness of fit in the Hipparcos sense (goodness_of_fit)	[ucd=stat.fit.goodness]
#Column	eff	(F12.9)	Efficiency of the solution (efficiency)	[ucd=stat.fit.param]
#Column	Signi	(F12.7)	The significance of the solution (i.e. how worth keeping a model is) (significance)	[ucd=stat.fit.param]
#Column	Flags	(I8)	Quality flag for the achieved NSS solution (flags) (G2)	[ucd=meta.code.error]
#Column	ConfPersp	(F6.3)	The probability of the period for not being due to (gaussian white) noise. Relevant for SB1 (conf_spectro_period)	[ucd=stat.probability]
#Column	_RA.icrs	(F15.11)	Right ascension (ICRS) at Epoch=J2016. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F15.11)	Declination (ICRS) at Epoch=J2016. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
SolID	Source	NSSmodel	RA_ICRS	DE_ICRS	Per	e_Per	Tperi	e_Tperi	ecc	e_ecc	Vcm	e_Vcm	K1	e_K1	K2	e_K2	omega	e_omega	NRVp	NgRVp	NRVs	NgRVs	bitIndex	ObjFunc	goodness	eff	Signi	Flags	ConfPersp	_RA.icrs	_DE.icrs
4338096422163308546	 246719452817871872	SB2	 60.08542575727	+47.57155800898	   1.08905463293495974	 2.5544303e-05	-3.972368500933138e-01	 3.071912e-02	 1.67944034475054e-01	 2.682187e-02	   6.715573999574560915	 1.414142600	114.340506021622801	 3.608190300	 92.227056126216240	 3.574395700	 78.77291999272382839	  9.29255400	23	23	23	23	255	 141.9719800	 7.6298910000	 0.532323100	  31.6891570	 8388608	 1.000	 60.08542575727	+47.57155800898
4338096422163308546	5712170580864654848	SB2	116.85371272114	-21.37147518943	   1.47134899001844666	 2.4559398e-05	-2.446793446187023e-01	 4.596753e-02	 1.20168533317421e-01	 1.550182e-02	  -1.970075253414204530	 0.736627640	 58.507129867686103	 1.468241800	 63.324684167938635	 1.704626400	265.79068589911366871	 10.84076000	15	15	15	15	255	 109.5144600	 7.5412850000	 0.442327230	  39.8484300	 8388608	 0.995	116.85371272114	-21.37147518943
4338096422163308546	1933272394631772416	SB2	338.41477871933	+41.17493903871	   6.61952909207605167	 2.0518646e-04	 2.162337040011968e+00	 1.011079e+00	 7.39624106050206e-03	 8.219868e-03	 -11.756618253564230514	 0.491051200	 88.297430710338944	 0.848283400	 80.163172263220673	 0.853753150	 46.94206842927178513	 54.76792000	23	23	23	23	255	  23.3398280	-1.3769505000	 0.219533040	 104.0895500	 8388608	 1.000	338.41477871933	+41.17493903871
4338096422163308546	1934736879697314304	SB2	344.06988077369	+43.72418447835	   1.62116690435616717	 7.0964146e-05	 3.872506427173779e-01	 5.664359e-03	 6.31522211163045e-01	 1.490749e-02	 -55.458987305622777342	 0.398065330	 41.053979893519539	 1.371742200	 42.316383821792861	 1.638476300	355.39795200328728697	  1.52492580	39	39	39	39	255	1870.1487000	35.3642040000	 0.783233170	  29.9283490	25165824	 1.000	344.06988077369	+43.72418447835
4338096422163308546	1934924724387752832	SB2	346.59090070915	+44.45158638011	   3.05128376772998910	 2.1896820e-05	-4.685628521009657e-01	 2.770239e-01	 6.00584599819750e-03	 4.257022e-03	   8.363449406211053372	 0.296969030	112.546001942315613	 0.516598100	115.944267464461973	 0.606207670	344.77862698263635366	 32.74955700	38	38	38	38	255	  52.7718730	-0.9979645600	 0.227231890	 217.8599000	 8388608	 1.000	346.59090070915	+44.45158638011
4338096422163308546	1934952590134811392	SB2	345.31409541320	+44.19863448858	   1.24419573477784517	 1.8432165e-05	 3.399960502096127e-01	 5.554806e-02	 5.89039973199317e-02	 1.443811e-02	  13.317157437767367156	 0.702021300	 80.434975477441213	 1.530524800	 77.864786391659081	 1.509135700	 43.19832889580290924	 15.64125900	36	36	36	36	255	 428.0203000	15.2606670000	 0.379831670	  52.5538500	 8388608	 1.000	345.31409541320	+44.19863448858
4338096422163308546	1935164967677845760	SB2	345.33859322039	+44.64741219481	   4.93992327353204974	 1.4001591e-04	 1.315852343959586e+00	 2.084243e-02	 3.95129688326123e-01	 1.097920e-02	 -13.859129258309707211	 0.551883940	 68.018581774250535	 0.951210440	 57.744378341071375	 0.884022900	  2.76144261661177737	  2.26667520	32	32	32	32	255	2493.9275000	40.3461230000	 0.686009300	  71.5073900	 8388608	 0.998	345.33859322039	+44.64741219481
4338096422163308546	1935237260567451520	SB2	345.39739771661	+45.01793093338	   0.36852205524117160	 1.4566355e-06	-1.045516445290859e-01	 6.625665e-03	 1.24400545354226e-01	 1.929493e-02	 -10.909564724798169522	 0.764355100	 64.876959925867254	 1.397222900	 65.779550046048485	 1.485313700	  8.51083493872242869	  6.60909300	33	33	33	33	255	1044.8702000	26.3254240000	 0.566900130	  46.4327930	25165824	 1.000	345.39739771661	+45.01793093338
4338096422163308546	1935410193132790528	SB2	346.92995589113	+46.17496825908	   2.38332844189054649	 2.2552695e-05	 9.972556959685416e-01	 8.178502e-01	 2.69891465138000e-03	 4.558018e-03	   0.956831393539856356	 0.362205700	109.158508540452729	 0.657368240	103.426184393208430	 0.655236800	121.48636977387009495	123.55248000	31	31	31	31	255	  54.7698700	 0.5292420400	 0.176450280	 166.0538300	 8388608	 1.000	346.92995589113	+46.17496825908
4338096422163308546	 414697616627030016	SB2	 10.45847030244	+49.70349409628	  20.18056113524820105	 6.0625345e-04	-4.137849075413826e+00	 2.618171e-02	 6.94538088424692e-01	 7.425385e-03	 -18.027316006916827007	 0.239339230	 56.384353645963841	 1.500327000	 59.832900821473572	 1.595956700	 68.57972554258613229	  1.77355810	23	23	23	23	255	 492.0701600	17.8551250000	 0.359726340	  37.5813800	 8388608	 1.000	 10.45847030244	+49.70349409628
4338096422163308546	 414938061776891264	SB2	 13.17922811240	+50.46947164251	   2.52136578837320835	 9.3206650e-05	-6.301178869303881e-01	 2.498497e-02	 3.43965669361125e-01	 2.517878e-02	   2.543046119561855889	 1.825994500	130.389913478033975	 3.193517000	129.854842265075064	 3.108741000	 92.41396460590691220	  4.35051440	16	16	16	16	255	  56.4511600	 4.0256977000	 0.602843050	  40.8295670	 8388608	 0.991	 13.17922811240	+50.46947164251
4338096422163308546	 415656596925217792	SB2	  9.53788603853	+51.29648174329	   3.89356719023226550	 3.9524780e-05	-1.588430931624101e+00	 7.550760e-02	 3.23319612069764e-02	 4.209341e-03	  18.101965545505240840	 0.241490780	 83.456376679898739	 0.498069100	 70.728201187341327	 0.484732870	129.76971811221181952	  6.92440750	38	38	38	38	255	2645.7664000	41.7679100000	 0.311176000	 167.5598300	 8388608	 1.000	  9.53788603853	+51.29648174329
4338096422163308546	 416063313148893824	SB2	 10.16245007386	+51.95065593533	  11.22476226897096474	 1.1840877e-03	-4.128378286611181e+00	 2.828798e-02	 5.09527435981630e-01	 8.401969e-03	   0.229904077530831114	 0.194967930	 29.896328361581915	 0.499140080	 22.164094545748945	 0.424168940	 38.16905398819448436	  1.44743470	27	27	27	27	255	 576.9717000	19.2505320000	 0.628869950	  59.8956680	 8388608	 1.000	 10.16245007386	+51.95065593533
4338096422163308546	 416247687505725696	SB2	  9.52822988040	+52.88418811649	  42.17519810865736929	 2.0412640e-02	-6.881565497029793e+00	 1.473178e-01	 7.93602050714510e-01	 8.403936e-03	 -20.715355755472966592	 0.268435840	 28.533367614523577	 0.694197300	 33.419811985430606	 1.114872000	 42.86866831857064852	  2.22008010	37	37	37	37	255	1168.1733000	27.8033890000	 0.481715500	  41.1026760	 8388608	 1.000	  9.52822988040	+52.88418811649
4338096422163308546	2248655901923521536	SB2	295.62960918310	+66.43115262453	   9.41160291158868390	 4.9850710e-04	-1.831516068357693e+00	 9.986231e-02	 8.14115089553647e-02	 6.469699e-03	 -38.728237245099016661	 0.233052630	 46.387268289937630	 0.283640830	 46.179896690928956	 0.518000840	276.91308486718367021	  3.85939960	16	16	16	16	255	  63.6873400	 4.5756903000	 0.243531960	 163.5422800	 8388608	 1.000	295.62960918310	+66.43115262453
4338096422163308546	2248695621781432576	SB2	296.39559542793	+66.89727812968	   3.99569373327752375	 9.8178156e-05	-1.530083541797230e+00	 1.208608e-01	 7.26907252388432e-02	 1.448607e-02	 -20.150409708795820052	 0.790355150	 73.025723146432441	 2.235737800	114.965268600993639	 2.383921900	 27.36526576755182205	 11.42266100	17	17	17	17	255	  68.0427860	 4.6473823000	 0.349065070	  32.6629180	 8388608	 0.992	296.39559542793	+66.89727812968
4338096422163308546	2249717239880836992	SB2	304.62604558036	+67.72294811591	   1.70015384034336314	 1.5367475e-05	 4.692035638086740e-01	 1.180028e-02	 1.90154049965954e-01	 1.130847e-02	 -40.227455818982832625	 0.431042940	 73.837677117708296	 0.893479400	 69.683216882049678	 0.916547100	 33.64049539264515687	  2.54983540	22	22	22	22	255	 943.2353500	25.1518000000	 0.590649900	  82.6406000	 8388608	 0.992	304.62604558036	+67.72294811591
